-0.000254303200099, 2.54001888018e-06
-0.00175799817341, -3.06098254594e-08
-0.00973875869095, 9.47975534575e-05
-0.0244290873672, 0.000364569971709
-0.044850001838, -8.12179568093e-05
-0.0704664077438, -0.00171251895155
-0.102210169943, -0.00429071483774
-0.139310591474, -0.00836630021975
-0.182094462867, -0.013912643269
-0.230501345073, -0.0209989619141
-0.28440209567, -0.0297058952726
-0.343813866681, -0.0400245206893
-0.408737205071, -0.0519010418594
-0.479194339903, -0.065240812386
-0.555249117363, -0.0799066962804
-0.636873701403, -0.0957812526516
-0.724096132004, -0.112640128405
-0.816992247344, -0.130277740242
-0.949389611458, -0.154481565038
-1.05566832187, -0.172866869127
-1.16777640707, -0.191055087829
-1.28575182412, -0.20869293747
-1.40963619397, -0.225399901373
-1.53946756771, -0.240769018644
-1.67525691474, -0.25436123108
-1.81699015779, -0.265728520058
-1.96467860474, -0.274357562988
-2.11825358536, -0.279756012502
-2.33155242393, -0.281092761851
-2.44284563159, -0.279339440443
-2.61370454738, -0.274458543795
-2.79025803846, -0.267773686853
