Controller,Error Area,Points Traversed,Sum of Errors,Time Taken
pid_normal,0.0021896042247381868,87,42.534998528695844,9.82027196884
pid_fractional,0.0008228126656591049,89,44.341817729337734,9.89714312553
pid_adaptive_fractional,0.0022370405050414527,87,42.75429821858037,9.73749017715
pid_nonlinear_fractional,0.06425365141668646,94,46.72315737948859,10.4918599129
pid_time_delay_fractional,0.0028880972486411663,89,44.40868179175964,9.88287401199
