Controller,Error Area,Points Traversed,Sum of Errors,Time Taken
pid_normal,0.00048665284001719894,108,64.41355707034432,12.0698919296
pid_fractional,0.0019515850944098077,109,65.30541504956948,12.3522028923
pid_adaptive_fractional,0.0009662651596106417,108,64.07136697629052,12.1559970379
pid_nonlinear_fractional,0.07055495359343573,114,68.19671336344862,12.8369040489
pid_time_delay_fractional,0.002404926163106626,107,63.58718621096125,12.0812928677
