Controller,Error Area,Points Traversed,Sum of Errors,Time Taken
pid_normal,9.909430224075355e-05,96,51.219773794863976,10.8827519417
pid_fractional,0.0018141611515921508,98,53.086594095995295,10.9948148727
pid_adaptive_fractional,0.0002734089224401072,96,50.90557405133927,10.9161040783
pid_nonlinear_fractional,0.0654000904405595,104,55.2149999015049,11.7084400654
pid_time_delay_fractional,0.00339522570161797,96,51.77650161580687,10.9825639725
