Controller,Error Area,Points Traversed,Sum of Errors,Time Taken
pid_normal,0.0010192075924963504,110,57.04135805347586,11.0513429642
pid_fractional,0.0003581316532580982,103,55.17148465154403,10.4726350307
pid_adaptive_fractional,0.00027101280800487725,103,55.8927044094283,10.4872000217
pid_nonlinear_fractional,0.06997223020514029,113,59.87862210688517,11.5598521233
pid_time_delay_fractional,0.000261067667835548,104,56.36695223834752,10.5919129848
