Controller,Error Area,Points Traversed,Sum of Errors,Time Taken
pid_normal,0.004392974391386082,69,27.41691637261501,7.65575885773
pid_fractional,0.0015604845245459258,68,26.564211992042033,7.56210899353
pid_adaptive_fractional,0.0022918411431830732,69,27.12117395475667,7.80648779869
pid_nonlinear_fractional,0.04456556420605528,72,28.90122165052868,8.00854110718
pid_time_delay_fractional,0.0014689394207251013,68,26.887997581399386,7.56762981415
