Controller,Error Area,Points Traversed,Sum of Errors,Time Taken
pid_normal,0.002871865830081958,105,51.37754650694003,10.5384931564
pid_fractional,0.00516363398210791,106,49.349537971338044,10.8007099628
pid_adaptive_fractional,0.0028299220240427738,95,45.616051334385546,9.66415095329
pid_nonlinear_fractional,0.05216891449807641,114,55.51243835973942,11.639895916
pid_time_delay_fractional,0.0054756525925162974,98,47.954695434873116,9.96066522598
