Controller,Error Area,Points Traversed,Sum of Errors,Time Taken
pid_normal,0.0029366627164441996,63,24.73273641086784,6.96905207634
pid_fractional,0.002184692669675824,72,28.369211577377815,7.27632188797
pid_adaptive_fractional,0.0014278047556262516,75,29.66033884034865,7.57816815376
pid_nonlinear_fractional,0.05608143159988658,82,32.63506625436495,8.3085770607
pid_time_delay_fractional,0.005529952578451364,89,32.84366122157264,9.04472303391
